image_index,resolution1,resolution2,similarity
99,500x500,920x1300,0.53125
99,1000x1000,83x110,0.5625
99,1000x1000,128x128,0.96875
99,1000x1000,355x503,0.5
99,1000x1000,500x500,1.0
99,1000x1000,1000x1000,1.0
99,1000x1000,920x1300,0.53125
99,920x1300,83x110,0.96875
99,920x1300,128x128,0.5
99,920x1300,355x503,0.96875
99,920x1300,500x500,0.53125
99,920x1300,1000x1000,0.53125
99,920x1300,920x1300,1.0
